60,#NAME?,Owen,Sanders,Oakland,#NAME?
61,#NAME?,Grace,Jones,El Segundo,#NAME?
62,#NAME?,Ryan,Sullivan,San Jose,#NAME?
63,#NAME?,Harper,King,Santa Cruz,#NAME?
64,#NAME?,Arianna,Carter,Santa Clara,#NAME?
65,#NAME?,Charlie,Doherty,Pasadena,#NAME?
66,#NAME?,Maya,Reyes,Palo Alto,#NAME?
67,#NAME?,Isabella,Long,Riverside,#NAME?
68,#NAME?,Riley,Stewart,Santa Monica,#NAME?
69,#NAME?,Zachary,Wu,Los Angeles,#NAME?
70,#NAME?,Kaylee,Moss,Pasadena,#NAME?
71,#NAME?,Aubrey,Cash,Huntington Beach,#NAME?
72,#NAME?,Wyatt,Wright,Cupertino,#NAME?
73,#NAME?,Cameron,Davis,Berkley,#NAME?
74,#NAME?,Mia,Richardson,Santa Clara,#NAME?
75,#NAME?,Caden,Cruz,Cupertino,#NAME?
76,#NAME?,Addison,Bailey,Sacramento,#NAME?
77,#NAME?,Austin,Clarke,Cupertino,#NAME?
78,#NAME?,Elizabeth,Hernández,Santa Monica,#NAME?
79,#NAME?,Leo,O’Neill,Palo Alto,#NAME?
80,#NAME?,Dylan,Gutiérrez,El Segundo,#NAME?
81,#NAME?,Isaac,Liu,Oakland,#NAME?
82,#NAME?,Charlotte,Edwards,Huntington Beach,#NAME?
83,#NAME?,Emma,Jackson,Huntington Beach,#NAME?
84,#NAME?,Jackson,Martínez,Fremont,#NAME?
85,#NAME?,William,Wood,Fremont,#NAME?
86,#NAME?,Evelyn,Jamison,Palo Alto,#NAME?
87,#NAME?,Anna,Butler,El Segundo,#NAME?
88,#NAME?,Molly,Robertson,Pasadena,#NAME?
89,#NAME?,Anthony,Camp,Bakersfield,#NAME?
90,#NAME?,Elena,Hall,San Fransico,#NAME?
91,#NAME?,Nora,Russell,Palo Alto,#NAME?
92,#NAME?,Daniel,Gray,Oakland,#NAME?
93,#NAME?,Aaliyah,Adams,El Segundo,#NAME?
94,#NAME?,Andrew,Busby,Berkley,#NAME?
95,#NAME?,Colton,Gómez,Berkley,#NAME?
96,#NAME?,Maria,Quinn,Los Angeles,#NAME?
97,#NAME?,Samantha,Taylor,San Fransico,#NAME?
98,#NAME?,Claire,García,Anaheim,#NAME?
99,#NAME?,Ava,Collins,Sacramento,#NAME?
100,#NAME?,Victoria,Wilson,Fresno,#NAME?
101,#NAME?,Abigail,Ali,San Fransico,#NAME?
102,#NAME?,Natalie,Rodríguez,San Fransico,#NAME?
103,#NAME?,Maria,Ramírez,Los Angeles,#NAME?
104,#NAME?,Lucas,Perry,Palo Alto,#NAME?
105,#NAME?,Oliver,Salt,San Fransico,#NAME?
106,#NAME?,Tyler,Williams,Santa Monica,#NAME?
107,#NAME?,Nathan,Rogers,San Jose,#NAME?
108,#NAME?,Liam,Ortiz,Santa Ana,#NAME?
109,#NAME?,Ella,Hill,Los Angeles,#NAME?
110,#NAME?,Sebastian,Walker,Palo Alto,#NAME?
111,#NAME?,Liliana,Parker,San Jose,#NAME?
112,#NAME?,Kennedy,Murray,Los Angeles,#NAME?
113,#NAME?,Lucy,Peterson,Palo Alto,#NAME?
114,#NAME?,Aaron,Alexander,Bakersfield,#NAME?
115,#NAME?,Michael,Rivera,San Fransico,#NAME?
116,#NAME?,Keira,Murphy,Pasadena,#NAME?
117,#NAME?,Grayson,Jones,Newport Beach,#NAME?
118,#NAME?,Violet,Wong,Santa Monica,#NAME?
119,#NAME?,Allison,Brooks,Pasadena,#NAME?
120,#NAME?,Charlie,Driscoll,Pasadena,#NAME?
121,#NAME?,Isaiah,MacDonald,Los Angeles,#NAME?
122,#NAME?,Nicholas,Rose,Pasadena,#NAME?
123,#NAME?,Amelia,Buckley,San Bernadino,#NAME?
124,#NAME?,Kaitlyn,Morrison,Los Angeles,#NAME?
125,#NAME?,Gavin,Johnston,Long Beach,#NAME?
126,#NAME?,Connor,González,San Bernadino,#NAME?
127,#NAME?,Jayce,McLaughlin,Los Angeles,#NAME?
128,#NAME?,Elijah,Harris,San Fransico,#NAME?
129,#NAME?,Lila,Park,San Diego,#NAME?
130,#NAME?,Blake,Costas,Riverside,#NAME?
131,#NAME?,Jordan,Mitchum,San Diego,#NAME?
132,#NAME?,Audrey,Clark,Palo Alto,#NAME?
133,#NAME?,Adalyn,Allen,Santa Monica,#NAME?
134,#NAME?,David,Green,Glendale,#NAME?
135,#NAME?,Alyssa,Brown,San Fransico,#NAME?
136,#NAME?,Joshua,Morales,Pasadena,#NAME?
137,#NAME?,Joseph,Moore,Santa Cruz,#NAME?
138,#NAME?,Reagan,Smyth,Los Angeles,#NAME?
139,#NAME?,Thomas,White,Cupertino,#NAME?
140,#NAME?,Alaina,Barnes,Los Angeles,#NAME?
141,#NAME?,Christian,Flores,San Fransico,#NAME?
142,#NAME?,Luke,Phillips,Fresno,#NAME?
143,#NAME?,Hunter,Lewis,San Fransico,#NAME?
144,#NAME?,Jayden,Miller,Long Beach,#NAME?
145,#NAME?,Mackenzie,Phillipson,Santa Monica,#NAME?
146,#NAME?,Hayley,Kelly,Santa Monica,#NAME?
147,#NAME?,Peyton,Smith,Santa Clara,#NAME?
148,#NAME?,Gabriella,Johnson,San Fransico,#NAME?
149,#NAME?,Scarlett,Turner,Los Angeles,#NAME?
150,#NAME?,Mila,Roberts,San Fransico,#NAME?
